userid,conversion
5b4b5e1f-d66f-4ea4-b662-8de7777e4c9f,0
5b4b5c39-ba34-4547-9ffb-b9370de7a45e,0
5b4b647d-ab9c-4508-a6d1-0591fada8507,0
5b4b6255-18c2-4270-8b85-eb809ff6b079,0
5b4b7228-f8cf-424d-a188-4dd20e91e5ed,0
5b4b7ad9-0301-469d-bf32-adda2d116a70,0
5b4b7fa8-8835-4c62-80b3-c151ff8ad570,0
5b4b9b05-2d2a-4082-96c6-06567252df01,0
5b4ba0ae-77a8-4c6e-a994-6c7bc86fbf01,0
5b4ba3a7-43dc-4542-9334-dcbe0c159e6e,0
5b4ba423-dbe0-4342-8107-c7394a7bcfe9,0
5b4bab71-2a03-4327-8e7a-dcaf1b98e610,0
5b4bb64f-3402-4660-b498-366feb9ef14f,0
5b4bbacd-9f3e-45b9-9ba8-163b39047b8b,0
5b4bc535-95da-41af-ac46-f7bf24bf2992,0
5b4bcb82-12b2-4daf-b7fa-b94312f86519,0
5b4bd09f-4479-42cf-8c8c-9ee649253240,0
5b4bd7e0-3884-456c-a36a-a354ba74777b,0
5b4be0e8-bcc9-407f-8fcf-a79bdd227f21,0
5b4be374-5d7c-4d8c-a3ef-4bbfc599ac2a,0
5b4bf4da-1239-4956-a4e4-05106d3b5e95,0
5b4c0e7e-f8a4-4aa3-be9e-d07df1b6b163,0
5b4c7021-65df-4ceb-af9e-9308e3380588,0
5b4c7574-c72e-419b-aa1d-093b48839634,0
5b4cf238-3685-4f79-bb94-e4cccf1ba040,0
5b4cf22d-5fa9-493a-a924-3a8555ace86a,0
5b4cf23e-7e1f-4037-836c-e0c92e140128,0
5b4cf294-13dd-4f95-8e96-8233419adff8,0
5b4cf257-2c66-4be6-ad81-d58295ac7b4b,0
5b4cf3ba-2e91-4707-9452-7ce643067cff,0
5b4cf14e-b819-4864-b831-affdb28bb77a,0
5b4cf28c-1896-4ae3-a5a4-42d3f9747e88,0
5b4cf518-1fa2-4432-8ac7-e3e5f658cd3e,0
5b4cf567-9438-4ba9-b6e3-cdeccc3845e7,0
5b4cf5ce-1e93-4b00-abd3-7aa201ecf8c4,0
5b4cf27c-57ea-4f1e-967c-7f681f057af8,0
5b4cf2d4-09a7-4f16-8b6a-8f6d8486d412,0
5b4cf63e-63b6-4df6-9424-70eaf755e87e,0
5b4cf647-8a69-4617-a08f-9290cb39d37d,0
5b4cf6a2-a949-4f65-bd9a-42bed2dd6a4a,0
5b4cf71c-0619-4c81-ad15-ae4f7b42af52,0
5b4cf757-d72f-44f9-b961-7b0324736f09,0
5b4cf5ec-5611-487a-a80e-00c724c64ac6,0
5b4cf54c-7974-4aa8-8575-d419fabd2c57,0
5b4cf6c8-b7ee-4871-b7ec-2cb72676dade,0
5b4cf5fe-de66-4559-8bf3-df4fce33362a,0
5b4cf25f-ade8-4f27-b037-9356abed5756,0
5b4cf7f6-b8e7-4d77-bcf7-d49ba655141c,0
5b4cf62d-1b8a-47c9-9ef7-4fc911d7736e,0
5b4cf834-cec0-4a28-9caa-8ca336d74ef0,0
5b4cf62f-3994-408b-9bc3-462f8f6fb5d7,0
5b4cf603-e9c6-475d-ab4c-ee2921af23dd,0
5b4cf492-2db7-443e-bd2f-c5e1e6439ff5,0
5b4cf747-7484-49d5-95af-91e74349eb6b,0
5b4cf64c-17da-4103-9d1d-f0f65fd8ab0c,0
5b4cf63c-3895-4bc0-a254-ec3bac2b909c,0
5b4cf95c-455c-48cd-a31b-f40183eef3f4,0
5b4cf940-9b27-4bd9-9242-616c9b807af3,0
5b4cf6da-7f41-46c9-bb48-ac6faa9a7593,0
5b4cf788-c6d3-41d5-bb59-b51649a15ee2,0
5b4cf67f-704a-4e07-bb31-3ff8b1c78b3d,0
5b4cf668-ecb1-4491-9790-aade74c6a13f,0
5b4cf7ef-3a7b-45f8-9e0f-bc98720dac85,0
5b4cfa58-b396-4c3c-91f5-cbd5f6d11851,0
5b4cfa99-c583-4788-bb4f-f26ff969e7f0,0
5b4cf691-2528-40c1-bcbf-eeb833feb169,0
5b4cfa97-c476-4622-829c-b1af535e70e2,0
5b4cf670-7f0f-4d81-b95d-120d4b583e83,0
5b4cf78f-032c-4286-ab60-5d17c4f3dfb4,0
5b4cfad5-639f-4a87-bfee-20a628d19509,0
5b4cf6de-7b48-43e8-8e51-51692e239f14,0
5b4cfa13-d4de-4c76-a349-93b749a1eeb1,0
5b4cf78e-bf23-4c43-95d8-7f2616cd62a8,0
5b4cf981-ce40-455a-85a2-ae755f9ee473,0
5b4cfb4b-20da-4de6-bb4b-00a6576b4f54,0
5b4cf94e-0f70-4b2d-9837-eb624dc44ed8,0
5b4cfbc9-d547-4c18-86f6-0a6d1cba432c,0
5b4cfb32-728f-4f6e-9ab4-490dd71e094b,0
5b4cf6c6-6885-4cd7-87aa-12ca593ad89c,0
5b4cf899-c49e-4c93-9ab7-8cb5b26b9fec,0
5b4cf933-8184-496b-9b13-63e0d29493f4,0
5b4cf6bd-2c02-449a-8127-bd552b957c0d,0
5b4cf804-ca5b-4555-a6db-02dd91076f60,0
5b4cfab1-5473-4147-9d5d-fda4ed56e7ca,0
5b4cfacc-3b8f-424e-84b5-42913f1fd4a9,0
5b4cf9a8-604d-4b01-af03-86a1c0d96684,0
5b4cfd9d-05e4-4d20-a9f7-45e403460eb5,0
5b4cf61c-aec8-4415-a02f-77d27ac95074,0
5b4cfa9e-d0f7-4773-a565-6f49ec9a0a99,0
5b4cf64c-8c6f-47ca-88fa-a5ffd11f2fa2,0
5b4cfdd6-b032-480c-a74a-d0a1d742665b,0
5b4cfdef-af5d-4b58-9f73-5f6928c7154b,0
5b4cfb18-1059-4e66-b9ec-4ff9c8442d68,0
5b4cf391-2b57-4d46-8e47-1676ddd491f6,0
5b4cf869-b7da-4882-b7e0-b41c23a33abc,0
5b4cfeeb-fc15-484b-aa38-028d7c4b9465,0
5b4cfef5-e447-4c63-b66b-17ed8f146355,0
5b4cfc3b-7092-44d5-9115-1b4a3ea83e6e,0
5b4cfea9-1fc7-4bfe-a440-8f48b57a4305,0
5b4cfb4c-69b0-45a2-bb7e-7539ab102be3,0
5b4cfd94-6ce7-4c93-9601-614c9fd2d95f,0
5b4cff4d-27a7-4c59-b1c9-ec0179bd4080,0
5b4cfd5a-c843-48c6-95c2-8f8aff5eefde,0
5b4cfcbf-0a1b-486e-a88f-f9c297890f44,0
5b4cffbf-d4e8-408b-9646-a59c8a464c35,0
5b4cf88c-7d2d-4727-98cd-809c1994e4d0,0
5b4cffd4-9e52-4c79-8657-f0863a0f0bf2,0
5b4cfb0d-6889-49ff-8f1d-b50d513914ef,0
5b4cfdf0-8e45-403a-99ba-3f5e9f8b18f2,0
5b4cfe2b-cff4-4692-a5df-89858c25d4d1,0
5b4cfbff-7a10-4285-b7f2-fa7ac61b26a2,0
5b4cff2b-e2cd-4286-9c4c-4c4107516223,0
5b4cfca4-5bd9-4c2d-ab84-63f31ed6a5fc,0
5b4cf928-85c2-4980-a2c0-a4f867e8a5f3,0
5b4cfe92-803b-4c50-a71e-c2d879ccd259,0
5b4cfe16-29c3-4231-b8f2-b33f81125bb5,0
5b4cfdb5-4b51-432d-b6db-a766514dc44a,0
5b4d01aa-91c7-4a69-af22-91e53a6d2d4d,0
5b4cfcd2-629a-48aa-a0fc-f94d8fefa688,0
5b4d01f2-038a-49c4-9c01-680bcc8059e6,0
5b4d01a1-029b-45b1-aae6-91d1f60994be,0
5b4d00c4-c330-4843-8e94-484a10e8542d,0
5b4d0062-7f22-4b0e-a7b5-f5655be31fc9,0
5b4cf783-a77c-4ce2-8362-8650efc2eddd,0
5b4d02a4-c344-4e92-b2c4-3f39b0e4984e,0
5b4cfb04-ae64-41cd-bb5a-eda16bf4b735,0
5b4d033d-0446-4bea-b28d-27ac95cebd6a,0
5b4cf809-63b5-4cb4-86ff-ed09880848c8,0
5b4d03ae-7487-47d9-8e62-7b63bd8475a4,0
5b4d03b1-e928-4b2e-a312-9efb3a7c45af,0
5b4d020b-e368-4a04-9139-ea9f7a46cd1b,0
5b4cfaae-60e7-400a-abd1-3a5592da8bfd,0
5b4d02ee-997f-4106-8572-b7fb2e319cb7,0
5b4d016e-1c57-4e6c-8bdd-0e6a74bb1749,0
5b4d044e-3091-46b2-affb-6c41a1e37ef4,0
5b4d02e8-3502-4404-97fb-a36be8b49adf,0
5b4d01e7-9b25-4ec2-af46-ba41c9bb83de,0
5b4d04db-edba-4763-9e1e-ee6d91b98ea2,0
5b4d01da-ae04-45ad-9d9d-b84764784d83,0
5b4d0571-60c3-45f1-9d5d-2ed6d5dbe80a,0
5b4d0375-e6cd-4aa8-a5ac-eb59fab0424e,0
5b4d0259-0586-4b2a-894d-8f0a67869ca2,0
5b4d03d8-0406-43fb-a5af-4a5e8747e1e3,0
5b4d0267-9d36-42be-9aec-86594b138352,0
5b4d02aa-d996-47ae-b15f-70a689d85535,0
5b4d058b-e513-4dac-b46c-79befa8b47bf,0
5b4d00a3-4bba-4101-9068-252e61060047,0
5b4d0020-1670-4cd5-89f5-8cdbe1fc15df,0
5b4d04b0-7d33-47d7-a6ba-d7cbc3c0f042,1
5b4d03b2-0f60-4780-90ad-54d537bdd504,0
5b4d04ce-ecd6-4a19-8ac7-a42eab976c7b,0
5b4d0384-bc4e-4771-83a9-330d59780e46,0
5b4d0458-22cb-4061-bdcc-0128c11c53f7,0
5b4d02c0-0c47-43a0-9ffb-1f8e8bffaad0,0
5b4d055f-3086-4a3d-bfa5-3cb25c726243,0
5b4d06cd-8c19-4f2b-82f4-d94d307a685f,0
5b4d0745-f537-4b1c-914c-251ccf00c8ec,0
5b4d0809-2adf-41ad-9ced-82f4dcd2e9d3,0
5b4d0102-f0df-40ca-8e3f-760f65d5ed17,0
5b4d01e9-ea02-479a-a275-af3476f96400,0
5b4d0259-70b4-4eb0-a1c1-6b1760327d40,0
5b4d0666-fe59-4e97-980d-ef1a654da8f3,0
5b4d00d3-15d0-40d2-b729-941e30fb6c91,0
5b4d0902-5a88-448e-961b-e5aa818c56b5,0
5b4d068a-762d-43b0-b855-ef3e0a611f05,0
5b4cff3a-88b3-40c7-9907-50fe0cf62bf1,0
5b4d0464-b715-497c-b5d2-14b812c5a034,0
5b4d08d8-9e7d-4691-9fbb-231a53245c8a,0
5b4d0713-8aa0-41f4-b5e1-f0ccf7207f82,0
5b4d02e1-6c49-4eca-9d8b-08d5ee78c2b8,0
5b4d07fd-8b64-4e5a-86a4-5cf40ad3f8d7,0
5b4d09df-9af7-481e-9297-fabd918cc203,0
5b4d0289-0939-452d-8b97-ad3a86047f3c,0
5b4d0a12-6050-4453-8dd1-aabc840b4386,0
5b4d075e-a224-4053-a086-7a95d57dcd74,0
5b4d0a10-d905-4c84-a7b8-33f1b8cc6e02,0
5b4d0938-838d-4a27-9869-048f7b19f716,0
5b4d0c57-d741-428a-a781-5a2f59c0994c,0
5b4d0c50-a0ce-4596-969d-edd307146714,0
5b4d0873-214b-406c-81cf-a2b84e23dfd9,0
5b4d0576-d1d2-4b97-84dc-5d4026a813fe,0
5b4d085f-1ea1-45a9-9397-2b6407bc7137,0
5b4d0cdc-1c8a-4681-b340-db580e83749b,0
5b4d0d41-8bc0-4169-b96d-0721d91e15c9,0
5b4d0b90-5571-42a7-8d05-9e381cace57f,0
5b4d0b50-1a43-41ef-ad86-658c426abb7c,0
5b4d0d97-4c00-4c36-ad7e-be31c97b3239,0
5b4d0192-6304-49b9-b6c7-4ee627b84d65,0
5b4d0de3-1d46-45b9-a4f3-5143c7f3fb50,0
5b4d0d20-3ad9-422d-8d7f-47383ab05099,0
5b4d0b62-2f82-442d-be39-95c6b3042469,0
5b4d0b5a-e4b8-4787-8eaa-ecbde5be4402,0
5b4d0bbe-ab92-46a5-9673-abec92b16f0f,0
5b4d09b9-166e-41d7-9c6a-35bfb4ba3bf3,0
5b4d0e71-9595-4277-b9f7-fe4089d21cc1,0
5b4d0e7d-3721-43c5-baf3-377523b704f9,0
5b4d0cf4-59d0-4b37-bb83-7e4b4419d92d,0
5b4d0d29-cd6d-43d4-bc66-a1afd3b536a5,0
5b4d0b4a-343f-4162-8f54-9d3f7c6e0b73,0
5b4d0ecc-d99b-4c3b-9852-9338c582d50e,0
5b4d0efd-3071-4ead-8bad-faf9ee8c4702,0
5b4d0e8d-c4d9-4307-8885-5328040519c6,0
5b4d0e0d-e413-41d7-9bd6-7487487cd06b,0
5b4d0dff-a034-443c-8381-ae24c7c81ffa,0
5b4d07cc-ac03-44b0-92f7-e26dd9af8deb,0
5b4d0e0b-6ec0-48bd-bce7-87f5b5e93769,1
5b4d0e30-ca32-4935-9ad9-1beeac265486,0
5b4d0fb7-65ce-4e19-b2a2-d75e907cb884,0
5b4d0b8a-2d5c-4033-ae5a-ce3de6a53f32,0
5b4d1208-8da0-43fb-a9e2-a908a3a96412,0
5b4d1204-7e6b-4a42-9baa-8e04ee42aad9,0
5b4d0cf6-fd7d-4f62-b002-c81281f5227e,0
5b4d1224-2ccf-4a05-bab2-c8660f981ab6,0
5b4d0eae-aa5f-4ace-8b39-85ce7cdd5740,0
5b4d1307-f0e5-45ce-9cd8-c2e7d2b78831,0
5b4d0d94-5afd-4b24-95e3-ab764ea148d4,0
5b4d10b8-26b6-4938-a351-11b737815ffd,0
5b4d1366-48c8-4184-92d7-559e33722cbd,0
5b4d10d7-8ac9-40c6-95b4-b20615925cfe,0
5b4d11be-37c5-4cad-a09f-e18d364b1524,0
5b4d0e86-ea00-4cc5-9250-8151614f5012,0
5b4d1102-e77f-4686-b1f5-cd4a20070827,0
5b4d12f2-2143-4659-ab0e-b04ea360bcb6,0
5b4d0078-ceb7-4c70-8072-5fa5b35cd53d,0
5b4d12e6-cf63-4e4c-972d-d30e6a267cb3,0
5b4d14e7-3b84-4f36-8dc4-c17281167fed,0
5b4d0d5e-1e8b-4844-a25c-eb70c085c3ab,0
5b4d0e34-1325-4f45-addf-945968d7a15d,0
5b4d1221-c256-4200-8feb-a5e0be1f0c17,0
5b4d1568-cdf0-444f-8106-35c31974c49e,0
5b4d1125-ecde-4d67-8790-d1f1afefe727,0
5b4d15b9-aba3-498a-9cf3-35bb5e71fdea,0
5b4d1369-6ee0-4712-a4f3-32d77113e5d8,0
5b4d1147-ea5e-49b8-979e-0f30d154c450,0
5b4d1242-1842-4e34-9fe4-963eefb8b2b2,0
5b4d169c-9bac-472e-86bd-738926907173,0
5b4d1448-5703-4279-bf40-d3f518d2ec61,0
5b4d1271-921f-46a2-8625-2c0640bf2bab,0
5b4d173f-6d83-46eb-8267-345ccd3c333b,0
5b4d11b5-f47c-4311-9d68-3b5e54bfee27,0
5b4d1832-c00d-452a-b121-28aad4fdb2ba,0
5b4cfde9-9cbf-40e4-9430-7a3a1039769c,0
5b4d1534-6617-491e-9a3b-6f51a12ed72b,0
5b4d17ec-9fab-43be-a741-17b215b565a3,0
5b4d1674-7700-4a17-b30f-a66336fdd8a2,0
5b4d1367-283b-419a-9970-717f9b4d015c,0
5b4d166c-ff53-4a38-8895-1ad93615058c,0
5b4d158f-52a7-438c-8c98-f1bfc1b74c54,0
5b4d1412-a03d-4058-8e41-94205884cec6,0
5b4d15a8-2799-489a-9cf8-ca9e75942cfd,0
5b4d0fad-db33-4fb2-8ae1-a5219d58c310,0
5b4d15e3-9483-4a10-a4f6-f26151893882,0
5b4d183d-7580-40d0-97f1-711fa090f11a,0
5b4d1b17-8d60-45e5-b4df-f67385b5e3db,0
5b4d1457-535b-469e-a237-c55e8b038d79,0
5b4d1787-753a-4f1f-a7c0-38b05132df3e,0
5b4d1b7f-24ec-4ad7-b66e-b3cffc2b0682,0
5b4d1509-2727-4189-9f31-c36d5bb8694b,0
5b4d1838-096b-41c9-9083-48dda2adf8cf,0
5b4d1a20-1afc-44b2-96b8-91d2fbccbc64,0
5b4d19e4-aa45-4c36-9f54-6f3e25da79f6,0
5b4d18fd-10a3-4ac9-92fc-bfb2aa022f12,0
5b4d18b0-2832-4bc0-81ce-f876067a54a4,0
5b4d1930-5342-4345-b5bf-db67764511cd,0
5b4d14cb-48fa-4e22-ac9c-49ae5ea291a9,0
5b4d19ff-6633-4f64-8699-22efbe8c0b6b,0
5b4d1b1d-953a-48b2-9e98-cb1d82ef8e44,0
5b4d16b2-72d2-49a9-92fe-f8bafd0c69ed,0
5b4d181a-8f55-4787-a293-1311ebd7e1fe,0
5b4d167c-1768-41b4-8c17-0493bcd0c166,0
5b4d1dfd-bacf-4a27-ba3b-7f7682f3802e,0
5b4d1e67-f129-41cb-9ef2-902ac7e0db34,0
5b4d1d3a-d21a-4f94-bcd7-a50f8bd357f8,0
5b4d1e8c-abce-4e80-af00-1ecc81af4201,0
5b4d1868-e586-4069-be9b-f9435d40a84d,0
5b4d1d92-ec36-4f55-888e-43e04bf27681,0
5b4d1ae3-fe91-41fb-b710-7cc678ff43ba,0
